code,name,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07,2023-07
ABW,Aruba (Neth.),1216.84,654.96,542.02,535.42,730.79,958.32,873.32,436.95,498.47,488.62,551.34,724.29,501.37,518.06,575.47,589.34,843.85,579.79,683.35,851.02,1008.97,591.35,569.4,1099.62,1025.88,956.68,554.73,502.57,650.28,852.92,559.9,887.79,502.99,381.42,725.95,926.61,738.16,613.59,1084.52,593.05,826.75,501.56,493.83,594.2,450.49,617.7,549.34,384.93,527.28,989.39,680.29,428.62,546.53,655.13,1114.48,890.15,581.35,691.32,1103.87,482.53,1398.47,1156.81,621.98,491.25,404.16,303.96,790.69,531.86,555.35,315.31,638.34,578.03,817.85,450.11
AFG,Afghanistan,349.26,460.11,385.5,573.08,499.84,393.31,398.74,548.35,291.75,403.99,375.64,377.88,300.84,343.42,384.51,390.93,301.13,421.26,410.44,412,286.76,247.6,497,330.46,366.28,351.28,424.94,376.1,339.42,398.22,417.93,410.79,498.93,373.33,338.27,316.98,392.11,350.27,374.1,374.25,392.27,525.41,486.02,356.51,378.26,366.3,368.1,420.69,407.78,350.35,222.32,205.64,307.55,353.28,319.09,376.73,349.26,341.61,280.96,423.47,335.88,352.62,388.37,335.4,351.32,399.88,316.19,327.31,283.99,437.12,408.16,214.54,321.1,273.08
AGO,Angola,1289.23,1391.96,1263.96,1200,698.86,984.49,1002.15,1317.26,1022.43,1309.01,1328.88,1367.36,1195.71,1251.6,1081.46,1204.52,1187.93,1320.92,1143.37,1329.04,1135.58,1060.76,1120.19,1009.98,1123.78,1081.58,1289.11,1125.07,1041.35,1166.42,886.18,970.34,1101.74,1080.08,1170.75,963.56,1200.97,1096.85,1261.84,1036.61,1214.33,1128.38,1088.7,1213.88,1076.98,1110.39,1015,1126.56,1167.88,1226.6,1058.64,1159.24,1232.6,1135.17,1148.11,1127.38,1218.58,1095.95,1145.27,1141.28,1202.21,1227.49,1056.17,1073.37,1097.88,1086.58,1174.58,1054.15,1124.22,1057.26,1209.98,967.91,1056.18,1177.42
AIA,Anguilla (U.K.),857.09,948.48,691.91,660.28,896.63,830.14,647.35,691.23,821.58,662.59,869.91,933.14,766.15,756.07,659.11,786.98,706.61,601.02,576.62,925.95,884.98,674.62,759.7,851.25,976.42,784.58,725.53,837.54,805.1,992.64,649.57,1069.74,898.41,959.25,980,814.64,820.42,1267.33,680.59,806.3,791.46,682.45,846.51,718.21,528.26,1012.24,980.96,795.23,999.54,1433.03,664.4,683.81,667.51,1009.7,1014.41,1167.61,907.89,974.79,970.21,811.81,1398.42,1265.04,894.26,948.32,938.79,583.3,941.19,1157.92,702.9,708.21,835.62,673.87,904.54,988.43
ALA,ALA,616.89,405.2,612.55,526.66,735.07,508.93,535.3,609.24,542.42,525.17,688.66,640.99,604.13,601.65,513.32,638.51,649.27,773.07,595.76,582.41,630.35,635.11,693.96,644.07,832.09,546.38,579.6,702.05,551.88,592.42,626.74,792.19,486.31,714.51,724.35,592.12,692.07,572.75,687.06,682.14,734.64,622.09,616.3,567.83,615.8,566.8,539.45,594.57,684.02,620.11,691.61,665.02,511.94,526.19,520.92,546.95,561.39,645.2,740.6,593.58,637.79,607.48,858.76,575.08,567.89,579.89,545.46,595.88,457.72,752.85,601.27,594.81,571.7,716.63
ALB,Albania,1052.53,1136.51,1319.22,953.16,1203.82,1557.48,1398.11,1200.86,1308.84,1379.65,1690.7,975.68,1577.16,1733.86,1408.25,1247,1684.72,1146.8,1351.43,1509.93,1626.97,1345.9,1538.19,1375.23,1457.32,1003.51,1427.29,1144.44,1487.02,1628.17,1512.04,1467.82,1012.84,1038.94,1104.86,1289.3,1228.42,1260.86,1079.23,1084.9,963.9,1156.29,1003.07,1091.24,933.5,1414.03,1504.49,976.48,1264.4,1309.07,990.37,1177.74,1261.45,1185.77,1511.65,1496.67,1101.81,1087.14,1113.24,1523.05,1920.28,864.09,1377.37,1401.91,1399.04,1163.76,1553.45,1169.29,1541.76,1268.55,1154.18,1568.25,1237.01,1455.63
AND,Andorra,840.82,1110.87,929.03,805.37,951.95,938.63,907.53,885.76,932.11,1116.96,1146.86,815.2,941.73,1049.05,879.24,1174.14,1001.1,973.35,1049.13,1205.5,1009.18,1196.68,1322.22,968.32,1191.23,952.29,1057.63,1149.62,996.25,1135.37,1095.49,1141.02,1145.95,826.13,951.53,924.45,948.89,1067.06,899.18,809.34,936.4,879.33,1130.4,882.23,871.65,988.11,1243.6,912.9,921.08,953.82,873.41,829.28,1128.69,1151.95,906.78,974.5,787.78,837.32,1157.92,1023.18,993.69,910.42,892.45,1259.03,1135.64,918.93,919.42,969.2,1320.71,989.21,1128.45,947.55,887.19,978.39
ARE,United Arab Emirates,43.85,72.12,56.51,88.61,28.51,88.75,9.89,132.8,35.61,70.82,39.95,32.79,11.91,60.35,97.92,103.39,24.96,31.85,66.59,78.8,25.07,18.39,134.48,21.8,37.85,25.96,81.1,52.12,32.62,49.15,21.39,15.88,126.61,138.47,18.68,14.05,36.37,49.33,118.67,100.51,76.34,33.41,108.87,85.59,12.06,106.15,91.95,146.89,52.8,23.17,10.7,10,44.43,31.21,29.84,35.09,64.92,22.15,32.47,51.15,30.49,21.46,15.4,67.01,38.58,20.28,57.88,47.3,15.19,44.34,69.73,13.1,34.66,43.09
ARG,Argentina,700.57,949.96,765.99,944.09,872.69,807.08,855.35,900.01,869.36,908.91,726,777.27,631.53,869.34,685.74,700.8,759.73,928.72,844.91,837.6,774.83,738.37,890.38,908.17,791.65,834.01,811.76,825.36,834.51,862.6,852.74,840.9,869.82,836.09,1028.83,957.71,906.84,858.11,697.34,731.19,903.95,961.12,954.24,841.39,825.4,688.39,832.43,918.54,852.3,849.51,956.83,938.84,947.91,751.45,736.51,742.36,757.1,780.87,685.79,677.15,703.66,680.35,769.88,622.72,862.03,819.09,806.03,826.18,735.88,695.88,579.64,608.34,540.57,619.38
ARM,Armenia,838.37,991.58,753.58,951.17,785.43,904.39,805.28,816.62,787.14,894.98,819.71,675.46,797.82,1243.56,881.99,1027.75,875.91,1021.31,958.78,949.4,775.53,816.15,997.5,868.1,874.77,836.07,862.84,898.72,905.71,913.84,801.53,1015.67,1001.28,950.84,848.22,832.6,912.08,953.19,1111.23,800.59,837.15,835.7,854.48,871.55,919.43,773.16,778.37,828.62,757.14,866.79,692.54,787.67,986.4,943.05,850.64,929.75,820.44,963.41,803.81,987.9,923.3,935.58,866.71,847.15,835.01,918.47,1015.04,728.38,916.37,734.78,818.51,750.68,697.7,886.66
ASM,American Samoa (U.S.),1672,2277.08,2984.88,2310.48,1988.65,2085.52,1850.98,2640.73,2820.82,2890.55,2643.1,2313.97,2561.83,2214.55,2501.48,2351.15,2257.14,2565.65,1919.04,1802.52,2130.78,2052.91,2430.62,2994.57,1941.88,2157.58,2031.12,2025.4,3440.53,1950.56,2079.68,2625.1,2083.29,1701.67,2555.66,2078.29,2566.52,1942.13,2907.47,2237.33,2365.37,2514.25,2247.96,2171.91,2535.13,2682.8,2752.99,2392.6,1828.45,2453.58,2379.38,2777.57,2458.21,2717.26,2252.16,2681.63,3359.69,3176.59,2683.99,2224.87,2651.55,2399.66,2806.57,2568.7,2474.86,2592.85,2416.5,3028.79,2939.52,2489.54,3654.05,2163.93,2093.15,2446.57
ATF,French Southern and Antarctic Lands (Fr.),1479.77,1402.19,1571.44,1520.89,1604.8,1413.16,1473.51,1545.48,1634.38,1395.67,1607.31,1721.9,1511.76,1415.86,1559.32,1554.62,1699.03,1683.71,1540.43,1605.14,1470.55,1455.96,1483.4,1717.22,1632.02,1662.54,1628.31,1645.92,1732.43,1778.88,1877.35,1704.4,1676.12,1724.15,1758.94,1741.73,1698.33,1874.53,1819.23,1897.82,1768,1946.87,1729.52,1712.55,1725.73,1901.78,1592.13,1797.73,1886.25,1747.26,1787.09,1681.75,1724.93,1874.11,1786.74,1684.44,1756.31,1889.4,1821.64,1659.01,1974.13,1582.65,2031.13,1727.1,1791.17,1835.64,1915.15,1691.02,1721.84,1977.73,1804.4,1886.8,1738.81,1811.78
ATG,Antigua and Barbuda,928.78,935.81,726.17,690.65,826.47,829.95,682.69,787,923.61,645.96,934.99,1090.45,829.32,921.74,776.91,810.74,791.67,691.69,663.44,797.53,834.59,631.3,815.2,868.23,987.03,780.04,782.14,871.25,819.06,1129.14,623.12,1014.5,935.18,796.1,852.33,799.17,832.9,1256.53,792.45,778.25,965.14,674.1,804.47,773.94,595.18,1074.69,1000.23,726.89,1156.62,1229.34,724.04,671.89,717.7,886.69,1337.99,1249.66,999.16,944.75,942.92,866.33,1299.12,1305.28,1029.55,991.78,900.28,654.83,1027.42,1032.3,741.75,728.8,895.97,628.71,846.33,968.46
AUS,Australia,560.44,319.54,351.27,419.65,369.24,505.42,565.04,370.38,333.98,391.35,431.69,315.9,437.23,497.8,428.74,385.38,373.51,418.42,512.11,348.67,308.18,426.31,350.63,574.1,712.45,570.79,498.62,452.06,504.73,443.92,411.01,524.03,401.48,504.78,553.62,412.53,399.73,469.15,456.38,456.79,416.96,454.63,441.87,481.33,324.44,510.74,436.2,510.41,538.96,523.76,656.64,501.3,296.07,437.61,447.18,355.3,430.95,470.16,429.6,416.71,623.91,652.33,432.8,391.58,446.66,411.82,484.18,441.13,366.73,241.99,468.47,474.48,554.84,433.43
AUT,Austria,1030.9,1018.55,1137.96,918.27,1284.27,1167.6,1124.01,1106.46,1212.51,1168.42,1216.01,1115.71,1155.06,1111.39,1253.71,1412.51,1454.49,1201.45,1145.39,1127.89,1338.17,1000.01,1233.92,1189.07,1276.99,1201.76,1127.45,1110.07,1102.6,1335.95,1280.01,1275.5,1158.23,1101.89,1089.86,1220.55,1121.9,1304.77,1242.9,1144.42,1157.9,1199.13,1133.58,1152.69,1122.31,1291.72,1311.22,1231.96,1267.48,1340.19,1272.27,1232.32,1342.63,964.57,1229.05,1281.78,1150.5,1280.09,1247.38,1363.9,1307.51,1027.27,1290.5,1325.07,1376.07,1077.08,1339.69,1245.25,1193.46,1281.65,1298.87,1247.98,1196.15,1444.84
AZE,Azerbaijan,575.5,695.3,585.06,648.07,487.55,596.73,613.63,595.56,645.71,594.21,555.9,542.96,618.05,942.92,594.56,679.86,662.92,684.54,603.49,789.34,538.81,479.97,712.13,691.46,631.71,584.74,614.59,642.18,677.09,625.87,693.9,780.81,822.95,609.65,654.31,561.61,569.03,661.89,753.87,516.59,627.93,620.11,670.75,668.19,714.3,555.61,522.79,675.16,547.8,567.13,604.17,582.56,671.32,686.52,646.06,583.28,564.8,620.98,612.77,667.41,641.7,728.08,629.73,623.35,508.64,624.81,733.75,517.63,589.59,522.88,542.47,463.07,475.77,599.35
BDI,Burundi,2119.61,2497.46,2194.57,2707.67,1701.01,2077.78,2142.56,2543.37,2104.78,2360.09,2105.71,2515.77,2544.36,2328.53,2222.47,2131.63,2217.78,2301.51,2494.94,2055.71,2223.78,2285.01,2632.7,2136.32,2114.52,2282.66,2242.02,2311.7,2302.28,2142.68,2046.23,2237.23,2118.68,2006.73,2104.73,2320.21,2433.51,2296.85,2100.01,2146.28,2058.53,2161.15,2026.09,1847.72,2171.76,1835.87,1826.16,2159.26,1886.9,1678.28,1524.78,1940.03,1806.01,1546.69,1709.62,1750.35,2044.72,1882.92,1758.55,1915.82,1886.16,2158.76,2001.64,1902.92,1915.35,1933.8,1807.4,1924,2113.83,2106.13,2078.74,1943.46,1921.68,2190.6
BEL,Belgium,884.77,822.78,885.27,608.21,783.16,672.83,774.37,854.16,916.87,566.44,898.88,836.25,746.07,713.62,709.8,1031.86,1029.95,850.64,923.47,864.17,954.05,719.4,858.33,783.26,1036.85,860.54,611.7,911.57,845.43,958.46,948.46,1121.9,890.07,856.19,1016.01,848.36,930.48,987.44,999.78,779.36,819.09,747.57,873.6,949.04,921.48,890.77,728.38,803.91,1052.27,951.83,1060.77,1084.49,1025.69,723.7,848.51,789.89,913.99,985.35,940.14,867.7,913.06,792.13,989.25,859.39,930.93,829.67,929.63,864.43,774.38,911.97,857.12,1101.73,860.55,1097.77
BEN,Benin,1117.95,1384.01,1006.84,934.16,970.05,1197.58,1042.84,1419.93,874.35,1029.35,1100.29,789.06,1135.98,1069.02,840.43,1046.61,1028.06,1210.97,1378.92,1229.58,1108.65,1166.39,1132.26,1082.33,1032.27,1070.69,1209.66,919.64,1246.69,1188.14,1265.77,1085.12,1105.79,862.49,1047.12,1129.66,1123,1043.26,1285.29,1151.8,1063.84,1317.42,1108.24,1121.69,1307.43,1119.04,1057.65,1084.84,1089.57,1305.92,1025.54,953.77,1197.25,1089.17,930.34,946.27,1037.89,934.31,1018.48,1027.14,1090.8,842.12,1279.23,947,1126.79,1014.31,1159.34,991.84,1143.06,1220.81,967.81,846.09,1007.51,991.09
BES,"Bonaire, Sint Eustatius and Saba",1438.79,885.91,825.13,739.24,1025.62,1078.97,1086.2,622.13,750.47,599.86,733.29,845.49,676.94,668.84,820.2,763.16,892.54,689.24,686.95,862.53,1008.81,647.8,729.95,1110.54,1024.84,1006.75,643.9,720.07,880.61,867.42,748.59,1037.46,790.68,645.77,877.06,1067.42,787.01,806.88,1185.19,713.85,885.38,645.69,687.82,635.48,574.09,805.99,810.81,543.78,926.48,1171.14,920.75,702.62,687.88,845.41,1200.25,1037.12,772.21,845.8,1184.65,693.98,1582.43,1269.42,894.2,694.93,584.64,432.7,880.25,824.75,680.53,427.5,692.91,684.37,992.72,574.03
BFA,Burkina Faso,752.93,855.23,698.13,607.37,702.91,678.79,860.68,862.4,691.32,653.37,636.45,536.21,703.08,638.48,647.36,666.76,618.89,792.98,796.58,768.86,679.56,731.95,652.36,558.9,616.18,631.23,713.28,595.19,782.59,718.99,709,712.48,619.04,485.61,597.35,632.59,724.52,517.85,747.99,683.88,543.46,623.8,669.08,537.71,745.1,630.65,560.07,609.83,662.03,716.22,618.73,577.42,541.83,729.67,441.22,540.52,546.54,525.03,564.12,570.98,723.25,471.31,710.55,541.43,517.66,645.57,581.05,598.49,672.84,642.61,696.28,473.42,635.3,537.11
BGD,Bangladesh,2679.82,2680.13,2443.43,2951.88,2246.15,2107.28,2414.26,1740.02,2421.49,2703.28,2282.5,2029.55,2055.1,2620.37,2476.43,2715.86,2352.31,2383.82,2514.04,2106.78,2393.27,2746.83,1882.07,2693.59,2635.31,2156.62,2244.11,2140.28,1925.16,1916.19,2012.36,1921.74,1670.38,2675.55,2272.37,1889.57,2274.59,1970.77,2481.07,2121.8,2567.21,2638.3,1863.49,2967.87,2028.74,2389.04,2366.72,2324.72,2530.36,2174.03,2406.72,2305.52,2554.74,2168.33,2632.6,2154.56,1891.44,2755.69,2215.01,2066.41,2233.47,2254.2,1957.41,1995.14,1733.57,2484.55,2284.73,2659.62,1907.98,2023.26,2233.57,2004.24,1755.35,1966.76
BGR,Bulgaria,480.71,675.95,716.75,620.59,845.85,868.72,846.72,741.55,565.79,778.61,805.44,725.52,722.49,832.28,830.36,712.46,987.08,752.62,760.88,855.67,796.05,902.95,996.19,888.7,729.73,855.75,788.04,728.94,798.62,910.1,799.09,763.88,778.8,732.63,743.82,646.49,718.03,778.82,762.44,708.32,615.28,844.52,643.61,622.9,690.37,872.35,789.39,843.9,830.32,822.21,477.27,711.26,879.4,709.24,718.2,1028.61,742,785.78,617.78,777.85,870.47,622.91,714.52,698.32,1114.13,778.36,756.24,804.79,822.16,674.86,709.29,888.99,581.45,727
BHR,Bahrain,30.56,45.27,39.98,108.43,40.53,88.17,22.12,79.85,56.58,89.12,21.71,47.5,39.44,31.37,188.91,34.5,34.84,24.39,47.71,50.33,20.84,22.84,130.8,17.49,48.52,59.83,89.35,84.05,22.77,73.74,38.8,16.19,128.87,73.41,42.83,37.82,75.67,45.45,72.51,94.15,30.29,71.49,138.96,77.79,28.46,163.89,81.49,156.38,63.19,40.69,67.36,30.79,38.21,67.94,51.53,42.09,111.96,31.25,39.43,54.48,9.1,82.3,54.8,50.74,35.92,77.59,45.23,132.95,52.52,106.73,36.33,12.09,24.93,92.91
BHS,The Bahamas,857.67,855.31,885.4,906.5,1009.24,804.49,623.59,871.79,998.62,671.17,1222.86,928.87,788.71,1063.27,993.82,877.82,1280.35,778.04,1117,1207.63,749.01,815.38,1055.45,1096.55,772.76,768,1081.2,1013.57,1047.5,1052.26,993.37,800.05,817.75,1264.07,931.71,916.38,827.7,1102.02,1081.92,756.84,835.19,954.42,907.53,960.26,1151.86,1034.58,993.53,999.19,792.85,977.71,680.9,933.23,791.14,875.54,713.54,1003.58,981.29,1237.92,814.95,815.21,977.25,941.61,1120.1,881.71,866.85,874.89,919.5,987.49,947.4,1075.76,1110.28,665.67,921.57,1048.55
BIH,Bosnia and Herzegovina,992.23,1073.4,1268.98,925.53,1214.07,1437.74,1070.15,1083.21,1089.29,1291.29,1317.96,1065.43,1234.85,1286.77,1359.15,1221.15,1328.7,1198.89,1311.46,1476.96,1325.27,1142.09,1399.64,1148.09,1314.91,1169.17,1302.41,1241.99,1302.66,1254,1299.05,1331.01,1028.35,999.95,1265.98,1149.32,1176.71,1197.08,1089.91,1118.72,993.51,1271.11,1022.71,1084.59,1008.05,1396.79,1344.99,1122.66,1131.35,1392.63,971.47,1415.18,1345.65,1012.39,1413.82,1387.79,1144.61,1222.38,1205.47,1365.94,1583.24,804.17,1091.59,1274.58,1553.66,1103.1,1290.61,1195.2,1321.7,1269.13,1096.87,1264.54,1048.94,1339.33
BLM,Saint-Barthélemy (Fr.),866.09,899.69,688.54,653.75,874.17,783.89,628.49,707.01,828.41,626.04,862.62,941.33,766.67,776.59,657.98,766.87,722.23,616.12,576.57,845.66,831.89,659.68,740.78,838.18,939.29,776.3,731.51,808.13,772.07,1013.51,601.22,1041.29,924.65,853.32,973.51,775.76,828.09,1279.16,694.91,800.94,833.19,657.99,847.27,687.97,502.5,1003.43,946.55,745.18,1025.56,1392.52,661.16,673.21,640.2,926.03,1067.21,1174.85,971.43,971.93,932.72,819.19,1398,1247.83,931.52,952.84,928.81,593.49,915.99,1127.73,705.72,695.42,833.63,679.82,869.61,950.61
BLR,Belarus,645.27,550.77,729.41,539.22,678.91,626.8,721.2,741.17,809.68,542.72,728.24,637.02,871.47,608.9,712.44,746.69,757.85,762.42,747.89,734.53,890.31,762.08,785.14,766.85,825.66,663.03,666.36,823.24,770.46,676.74,889.34,760.03,712.99,714.29,724.14,822.4,717.09,731.92,799.74,791.66,887.13,659.73,696.4,781.26,753.23,702.48,662.5,776.3,928.36,646.2,726.59,718.88,619.95,685.13,757.02,699.81,701.58,706.02,767.8,836.02,794.09,635.63,845.26,719.68,625.2,590.99,790.97,849.21,639.25,644.47,723.87,790.69,823.98,789.8
BLZ,Belize,1537.37,1467.58,1727.21,1550.18,1851.14,1468.05,1696.74,1673.87,1635.56,1586.26,1646.45,1915.88,1684.36,1400.15,1449.41,1568.45,1719.24,1422.78,1763.11,1903.95,1573.26,1569.73,1745.25,1620.15,1671.78,1570.54,1830.9,1503.26,1769.65,1993.96,1791.13,1858.8,1827.97,1804.54,1750.11,1460.57,1554.73,1397.08,1702.41,1456.94,1805.2,1419.9,1547.83,1693.44,1208.83,1561.82,1652.99,1548.53,1693.74,1694.76,1598.26,1444.12,1379.69,1348.52,1390.05,1521.21,1825.87,1612.53,1648.08,1329.75,1599.84,1591.43,1603.15,1941.74,1723.31,1633.84,1565.95,1685.45,1537.14,1138.76,1679.48,1312.62,1731.21,1443.4
BMU,Bermuda (U.K.),1334.79,1728.43,1412.07,1153.02,1177.33,1234.13,1026.64,1329.65,1639.12,1295.15,1318.77,1150.65,1743.17,1316.51,1259.19,1156.58,1129.85,1089.79,1277.63,1309.17,1495.02,1266.51,1332.12,1314.11,1228.45,1101.33,1483.99,1577.25,1700.22,963.47,1563.02,1339.71,1592.58,1661.26,1616.52,1284.3,1631.55,1425.97,1727.04,1337.15,1243.95,1163.97,1493.78,1454.16,1484.73,1401.75,1370.29,1549.36,1544.95,1446.61,1538.6,1510.9,1454.26,1464.7,1236.57,1252.03,1312.05,1402.9,1149.83,1351.82,1381.67,1254.25,1235.42,1496.68,1529.56,1597.03,1550.99,1254.86,1212.98,1363.06,1216.09,1480.45,1220.16,1713.7
BOL,Bolivia,1919.74,1596.07,1736.44,1740.55,1618.38,1621.48,1727.58,1576.14,1672.28,1547.72,1579.61,1157.63,1358.96,1266.41,1386.31,1499.95,1257.68,1539.36,1487.17,1361.29,1495.07,1427.61,1346.55,1500.42,1650.59,1408.37,1468.2,1670.21,1612.29,1473.17,1646,1779.4,1699.32,1513.12,1627.6,1607.81,1515.6,1528.19,1576.61,1628.44,1596.39,1615.61,1689.51,1486.64,1531.79,1496.3,1461.67,1513.78,1505.91,1373.64,1411.52,1475.85,1310.43,1361.35,1455.33,1459.73,1538.97,1527.53,1539.37,1550.6,1280.32,1492.23,1599.76,1508.41,1639.56,1524.27,1414.95,1552.45,1628.23,1463.43,1239.3,1474.04,1184.58,1226.97
BRA,Brazil,1716.47,1563.72,1807.1,1788.5,1632.65,1657.92,1829.41,1678.68,1584.56,1711.3,1818.8,1451.9,1735.01,1502.39,1789.73,1866.77,1846.02,1667.75,1646.32,1437.25,1724.81,1891.74,1814.96,1926.14,1962.82,1804.77,1870,1932.12,1896.29,1862.89,1810.79,1716.11,1797.6,1820.63,1896.22,2027.78,1900.54,1739.53,1904.89,2049.38,1709.53,1791.21,1820.51,1774.4,1875.79,1850.17,1901.27,1791.11,1724.86,1871.45,1919.08,1764.28,1714.24,1709.92,1805.91,1776.01,1811.34,1675.52,1897.32,1967.4,1685.3,1906.61,1638.81,1873.1,1758.39,1609.85,1741.58,1748.23,1800.4,1671.08,1666.41,1771.78,1699.81,1428.39
BRB,Barbados,1517.68,1476.8,1068.57,1024.55,1249.66,1224.2,1135.37,1088.76,1415.3,1037.76,1162.83,1487.86,1353.45,1373.54,1324.41,1014.38,1138,846.15,945.01,925.27,1006.6,812.24,919.17,978.64,983.01,1128.04,978.54,1130.08,1029.97,1276.57,1029.56,1298.39,1036.59,1094.93,1138.43,1069.22,943.31,1073.5,1328.64,895.2,1032.72,1026.37,1074.15,978.29,915.48,1104.44,1139.7,992.21,1122.17,1049.56,1035.78,987.85,955.69,987.31,1294.79,1520.09,1180.31,1061.21,1091.34,963.49,1453.09,1580.91,1126.05,1079.94,915.8,787.13,1082.7,1278,1093.53,961.18,1069.13,863.98,1257.42,1159.26
BRN,Brunei Darussalam,2851.02,2410.29,2355.42,2407.29,3249.76,3488.41,3616.12,2891.36,3062.82,2878.9,3071.58,2821.68,3557.58,3456.55,3091.84,2792.56,3994.16,3085.36,3142.59,3590.11,3760.29,3301.19,2995.81,3686.21,3549.29,3364.71,3233.01,3370.35,3067.24,3148.76,3216.08,3301.81,2506.28,2999.53,3459.68,2940.62,3025.38,2677.15,3552.18,2685.46,2502.76,2980.34,2569.58,2733.76,2532.6,3080.85,3322.07,2525.29,2861.93,3137.58,2837.87,2883.07,2076.48,2465.44,2295.26,2325.12,2658.98,3544.62,3808.81,2822.85,3606.35,3305.94,3144.14,3051.43,3135.71,2921.15,2736.61,3406.17,3091.34,2701.43,3189.07,3388.07,3735.74,3099.02
BTN,Bhutan,3602.32,3938.14,3476.49,3001.38,3695.37,3416.59,3368.93,3388.12,4182.12,3381.96,3699.91,2933.51,3573.1,3607.16,3400.22,3320.81,3943.09,3260.46,3396.03,2643.68,3206.47,3268.61,3656,3524.26,3723.39,3022.08,3048.51,3408.78,2687.24,3155.5,2725.16,2503.83,3066.04,3287.07,3412.91,3219.36,2754.18,3284.13,3833.84,3627.81,3570.72,3525.15,2622.37,3672.87,2774.85,3544.99,3526.62,3312.01,3904.68,3137.05,3423.51,2669.62,3378.54,3363.12,3872.3,2830.99,2562.16,3408.04,3461.93,3329.83,4025.73,3168.29,3533.39,2869.25,3230.62,3295.1,3428.05,3395.56,3229.41,3434.99,4084.98,3325.43,3455.79,3280.05
BVT,Bouvet Island (Nor.),988.07,894.96,958.09,923.97,910.57,967.3,880.96,914.72,853.45,816.89,896.92,893.56,916.09,877.32,932.13,914.54,796.7,925.1,829.85,895.03,988.63,907.57,975.71,873.61,982.99,963.17,944.02,1024.25,885.63,964.82,1104.73,960.24,984.5,940.26,830.75,982.35,976.54,956.35,942.99,1018.42,938.1,975.66,872.16,1121.69,995.24,930.67,938.89,999.61,1012.69,901.94,989.95,967.77,1060.9,871.58,988.29,847.53,1007.64,1028.18,1069.4,977.58,886.01,1002.53,1085.1,1002.63,1003.95,1113.36,1003.11,938.06,913.89,970.58,1032.85,1059.53,986.92,919.74
BWA,Botswana,576.43,545.84,476.13,577.81,140.7,648.53,321.37,611.4,721.27,303.86,392.79,506.19,575.02,479.05,317.38,208.51,552.65,535.33,400.23,461.37,384.95,406.24,482.85,436.09,578.43,456.22,491.18,592.32,525.15,357.7,372.44,503.12,431.22,408.1,313.61,387.38,441.36,356.27,572.34,477.26,386.93,544.28,257.67,459.33,356.27,419.64,495.05,482.47,417.87,404,690.19,563.22,289.96,303.36,466.65,397.31,623.82,294.63,439.46,513,526.73,526.41,376.64,396.46,609.67,262.5,422.52,629.57,398.38,310.7,501.06,607.23,469.01,330.42
CAF,Central African Republic,1306.34,1567.56,1742.07,1663.49,1474.47,1640.75,1543.6,1502.94,1676.55,1283.81,1527.22,1393.9,1503.7,1150.31,1033.24,989.1,1092.58,1441.07,1561.57,1788.69,1573.55,1501.46,1470.66,1526.69,1635.47,1560.72,1609.29,1416.64,1552.2,1727.13,1889.97,1670.88,1645.44,1500.8,1532.84,1745,1580.15,1545.57,1609.96,1423.4,1555.88,1558.29,1581.17,1498.31,1587.49,1594.92,1564.46,1470.79,1396.2,1485.44,1325.9,1217.89,1255.16,1295.66,1231.49,1270.43,1280,1278.44,1164.13,1213.06,1353.59,1117.25,1208.58,1144.44,1180.09,1091.66,1215.39,1170.2,1069.34,1183.76,1067.52,958.47,1041.31,1020.82
CAN,Canada,653.78,634.85,670.56,659.17,670.96,639.28,632.5,639.39,645.09,693.43,674.07,636.6,651.69,645.15,655.58,639.78,656.32,623.77,668.1,624.43,617.01,636.6,611.95,670.78,665.83,645.34,665.03,665.79,628.83,647.11,661.35,643.18,637.64,651.35,663.31,643.4,652.49,633.86,668.01,613.86,666.83,658.79,631.16,647.46,652.09,648.45,680.91,672.08,629.71,703.12,652.68,656.96,649.54,659.84,674.8,702.04,666.57,694.12,687.39,632.55,673.41,676.91,681.36,657.94,672.79,668.33,693.42,686.23,654.23,682.19,728.26,686.2,691.61,624.34
